experiment_id,RMSE_uji,RMSE_val,rank_uji,rank_val
E167,2.0477890525256925,2.1778499497044317,340,324
E151,2.0478506572429094,2.1769616067762954,341,322
E159,2.0480317628062004,2.177696456636931,342,323
E255,2.0636703301629313,2.190727743552195,343,329
E247,2.0637391258950983,2.190039000788863,344,328
E263,2.0651745777269594,2.1907978960625467,345,330
E065,2.0716171965936487,2.2196324157076157,346,342
E057,2.0724077105092533,2.219603470390343,347,341
E049,2.072481638089857,2.219354136300229,348,340
E153,2.1113902056190392,2.191678825019057,349,332
E161,2.1115945809116514,2.1916816220350706,350,333
E145,2.112765318339626,2.190864516593037,351,331
E249,2.1246707749668823,2.166331050856936,352,320
E241,2.1247195446349716,2.1654772651731315,353,317
E071,2.1253363089152715,2.228627683298478,354,350
E257,2.1257772740712877,2.166204844622299,355,319
E055,2.1260655999898197,2.228576355598817,356,349
E063,2.126084412869469,2.2284797046973637,357,347
E353,2.151910336773005,2.2065414054310812,358,338
E345,2.152026535401651,2.206548419606934,359,339
E337,2.153146085459523,2.206341916112426,360,337
E061,2.1738061699100992,2.1667151407885274,361,321
E069,2.1743452107638426,2.1634542147261753,362,316
E053,2.1747113743781625,2.1655910688880113,363,318
E359,2.2189257834188965,2.2366052542458963,364,353
E343,2.2195596753991356,2.2364503043475823,365,352
E351,2.219687929528532,2.2366436485371968,366,354
E253,2.2407583639276396,2.201960629093379,367,336
E245,2.2416153941437065,2.2008677078914864,368,335
E261,2.2418551651730954,2.1985518784319362,369,334
E054,2.2743069920679204,2.441537474928804,370,373
E070,2.274355628292188,2.4417113521838565,371,374
E062,2.2743821265004103,2.44171818138956,372,375
E349,2.2961109356481684,2.1847511117764045,373,327
E341,2.2968495631703076,2.183600180022772,374,326
E357,2.2969251757256894,2.180935091915682,375,325
E342,2.38463175424741,2.4608753695907266,376,376
E358,2.3847157513369215,2.461225751812613,377,377
E350,2.3847189249658713,2.461256757228054,378,378
E150,2.393885065918811,2.465010146150056,379,382
E158,2.3941149737845677,2.4652276105846775,380,384
E166,2.394263797748181,2.465201089799905,381,383
E246,2.444132754353885,2.462787367886941,382,379
E254,2.444196846004056,2.4639837403597156,383,381
E262,2.4443411543896167,2.4639333613548806,384,380
